game_id,white_name,black_name,winner,white_elo,black_elo,opening
4322,Abracadacabracadabra,Felixxx666,0,1992,1971,Bishop's Opening: Lewis Gambit
4323,Clearthink,crazyforChrist,2,1521,1644,"Italian Game: Giuoco Pianissimo, Normal"
4324,Shreyas0608,dsgnrlook,1,1117,1137,Bishop's Opening
4325,hardik_madhu,yakshitpiyush,2,1219,1240,King's Pawn Game: Leonardis Variation
4326,AntonViryasov,Gashirov,1,1414,1402,Center Game
4327,Olaflongbeard,kskannanqatar,2,1562,1543,Sicilian Defense: Modern Variations
4328,abukhadijahmomen,Atoneslogno,1,1638,1645,Queen's Gambit Declined: Albin Countergambit
4329,azr27,rijalshah,2,1809,1403,Van Geet Opening
4330,Vloryan,Sergeydolgov035,1,1791,1896,"Slav Defense: Slav Gambit, Alekhine Attack"
4331,Hipnodans,OKAYcoman,2,1982,2038,Scandinavian Defense: Blackburne-Kloosterboer Gambit
4332,Amirhosen1395,castlecrasherqueen,1,1209,1191,Italian Game: Giuoco Pianissimo
4333,ludo82,titimu1777,1,1790,1713,Scandinavian Defense: Main Line
4334,Manilalrana,Raleighwood007,2,1550,1500,"Italian Game: Classical Variation, Albin Gambit"
4335,aliemam55,Muhammad15032015,2,1690,1637,Blackmar-Diemer Gambit Accepted: Teichmann Defense
4336,dathsa,Tiron66,1,1987,1995,"English Opening: King's English Variation, Two Knights Variation, Smyslov System"
4337,Enes_66,Kvadratiy07,2,1613,1669,"Sicilian Defense: Closed, Traditional"
4338,GursaakhiKaur,TheFlowInside,2,1345,1638,Sicilian Defense: Old Sicilian
4339,Avi_gupta,gemini50,1,1233,1266,Scotch Game: Lolli Variation
4340,AlievKonstantin,Hazny7,2,1655,1683,Caro-Kann Defense: Campomanes Attack
4341,BearStudent,ARKER,2,1843,1812,Elephant Gambit
4342,Germ123alex5,Hild9,2,1398,1462,Sicilian Defense: Old Sicilian
4343,Ms65,Jaat_mosa_47,1,2055,1951,Sicilian Defense: Old Sicilian
4344,oops_i_won,NolyaNow,1,1227,1122,Queen's Gambit Accepted: Old Variation
4345,jamieoconnor14,Mahmud_97,2,1679,1653,Ruy Lopez: Bird's Defense Deferred
4346,chetan0110,mischiko,2,1806,1683,Italian Game: Bird's Attack
4347,quszka,chessatranch,2,1935,1943,Elephant Gambit: Paulsen Countergambit
4348,ananyagadhiraju,harshit200915,2,1032,1112,Italian Game: Paris Defense
4349,Brisingrrr,Erickegon,1,1582,1607,"English Opening: King's English Variation, Two Knights Variation, Smyslov System"
4350,EfeEskiocak,Aliemir2017,1,1422,1243,Four Knights Game: Italian Variation
4351,PrawnReady,Artem_3000,1,2295,2367,Sicilian Defense: Hyperaccelerated Fianchetto
4352,LegendDragon2711,BLACKCR,1,1653,1572,Queen's Pawn Game: Accelerated London System
4353,Hazny7,AlievKonstantin,1,1688,1628,French Defense: Advance Variation
4354,daruse,Humaia,1,1500,1414,Three Knights Opening
4355,Ashishchess121,VYWZYP32541RT,1,1754,1778,Italian Game: Giuoco Piano
4356,SLMagnus,Maarten84,2,1500,1489,Queen's Pawn Game: Anti-Torre
4357,Seydina-Ousmane_DRAM,EgKar,2,1448,1601,Queen's Pawn Game: Zukertort Variation
4358,KingBZA,chackota,2,1814,1809,"English Opening: Symmetrical Variation, Normal Variation"
4359,Haizzaki,lionishe,2,1382,1408,Scandinavian Defense
4360,antoniolisboa_1,Nech70,1,1807,1767,King's Gambit Accepted: Bonsch-Osmolovsky Variation
4361,Lex2014,cosmic_jim,1,1500,1502,Pirc Defense: Classical Variation
4362,MAZIMAZ,cudevras,2,1720,1811,Caro-Kann Defense: Panov Attack
4363,lubitel59,sunitashukla,1,1762,1786,Caro-Kann Defense: Advance Variation
4364,EvgeniiLeontev,Meteylmz,2,1276,1270,Four Knights Game
4365,kerameses,v_zamyar,1,1659,1550,Bishop's Opening: Berlin Defense
4366,Parsa_enjavi,paulsu7,1,1685,1649,Sicilian Defense: Bowdler Attack
4367,Gafoor007,Indrasheesh25,2,1818,1916,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
4368,SDFKGHSDFJKHSDHJK,TeaAndDreams,2,881,1053,King's Gambit Accepted: Polerio Gambit
4369,Berko_0,Timurmurza,2,1500,1333,Four Knights Game: Scotch Variation
4370,PaulSAV,pmd8988,1,1993,1867,"Italian Game: Two Knights Defense, Fritz Variation"
4371,Nithil132016,yosith,1,1451,1451,King's Indian Defense
4372,BastianGTX,Colonail,2,1362,1341,Ware Opening
4373,sana_krishna_rao,manphool,1,1793,1857,King's Gambit Accepted: Becker Defense
4374,Chessysoup,Madhukar_G_N,1,1029,998,Caro-Kann Defense
4375,hasan901,PhiSeKi,2,1687,1871,Bishop's Opening: Berlin Defense
4376,amedvedev50,Wojtas_3000,2,1572,1582,Sicilian Defense: Bowdler Attack
4377,DrZusman,Arlette68,1,1425,1602,Owen Defense
4378,Benja333,jamieoconnor14,2,1627,1669,French Defense: Two Knights Variation
4379,JesusRobla,edzepont,2,1286,1362,Italian Game: Paris Defense
4380,sanjan2012,efreixar,2,1862,1884,Vienna Game
4381,stazulinka,Andreas_4,1,2135,2137,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense"
4382,Elisha_williams,ThiharaKularathna,2,756,1081,"Queen's Gambit Accepted: Central Variation, Alekhine System"
4383,erre77,adamqus1,1,1536,1552,Queen's Pawn Game: Zukertort Variation
4384,Peskey_umoh,dead_silva,1,1840,1729,English Opening: Symmetrical Variation
4385,Baivab2play,SlowKinger,1,1823,1838,Caro-Kann Defense: Exchange Variation
4386,iSunix,PETERFFY,2,1613,1597,Queen's Pawn Game: Colle System
4387,Buran_35,YASHVEER112,1,1500,1444,Ruy Lopez: Berlin Defense
4388,cmmauro,earths_not_a_sphere,1,1547,1598,"English Opening: King's English Variation, Two Knights Variation"
4389,Clasher_69,iLoveoOve,1,1563,1596,"Italian Game: Two Knights Defense, Fried Liver Attack"
4390,eebabatr,Kkgiu9021,1,1568,762,Scandinavian Defense
4391,waleedabdullah,boogor76,1,1521,1539,King's Pawn Game: Wayward Queen Attack
4392,IhsanMuhammed-2024,Omulb,1,1450,1462,Petrov's Defense: Stafford Gambit
4393,GOTDAMN,oops_i_won,2,1330,1351,Scandinavian Defense: Modern Variation
4394,iptaan912,Bipro2002,1,1647,1646,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation"
4395,sumukhgs,maia1,1,1652,1537,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
4396,Eckat0100,MRKABANJIERR_130000,2,1568,1852,King's Pawn Game: Tayler Opening
4397,Rafe708,fatemehnoori,2,1077,1128,Vienna Game: Anderssen Defense
4398,George1112,wergTc,2,1482,1413,"Sicilian Defense: Closed, Traditional"
4399,Na_ina_6810,bhardwajnk2806,1,1216,1457,Italian Game: Paris Defense
4400,Corvus_corone,Humaia,0,1497,1414,French Defense: Advance Variation
4401,v3natio,mrs1403,1,1500,1501,Ruy Lopez: Berlin Defense
4402,Sleepy1v1Sloth,PMMODU,2,1963,1866,Indian Defense
4403,MedGafsaouiii,Arash_Khaknejad_2002,2,1588,1605,Van Geet Opening
4404,FlickerRu,chariotkings,1,1705,1675,"Sicilian Defense: Dragon Variation, Levenfish Variation"
4405,prabhugandhikumar,lettucesea,2,1499,1468,Sicilian Defense: Bowdler Attack
4406,Evgenius_Tsk,BenAdusei,2,1347,1326,English Opening: Symmetrical Variation
4407,castlecrasherqueen,Amirhosen1395,2,1170,1216,Petrov's Defense: Stafford Gambit
4408,hanyabdo2,nakajima_ml,1,2226,2160,Caro-Kann Defense: Apocalypse Attack
4409,klickklackshot,stalker03,2,1676,1675,King's Gambit Accepted: Modern Defense
4410,JJJScratch,Targi,1,1740,1837,Italian Game: Giuoco Piano
4411,KuHuVo,maia9,2,1649,1659,Queen's Pawn Game: Accelerated London System
4412,Mikhal898,Aanshi0105,2,1364,1381,Rapport-Jobava System
4413,PranashTM,captain7777,2,1245,1154,Scotch Game
4414,san_no1,LexPrimal,2,1455,1475,Queen's Pawn Game: Modern Defense
4415,VinceAllen,abayoumy,1,1578,1543,Queen's Gambit Declined: Chigorin Defense
4416,AntonioMartin805,pal75in,0,1341,1357,Bird Opening: Dutch Variation
4417,Erjan113438,pegasushdr,1,2106,2137,Sicilian Defense: Bowdler Attack
4418,anudevpro,KKingofchess,1,1500,1219,Ware Defense
4419,khalel123a,VladislavLit,1,1733,1687,Slav Defense: Modern Line
4420,HanselPete,hasan901,2,1728,1683,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation"
4421,lebaduyduc1234,Muohi50,2,1755,1520,Vienna Game
4422,Nirvaan_bagri,delcastillo58,1,1850,1805,Owen Defense
4423,Fener-bahce,khalidking,1,1346,1394,Petrov's Defense: Damiano Variation
4424,AMIRVAFAEI,Slickkkkkkkkkkkkk,1,1500,1523,Yusupov-Rubinstein System
4425,AndreyChuchinski,Nalianya04,1,1851,1882,Ruy Lopez: Steinitz Defense
4426,ahmedelzen555,sabet_2014,1,2126,2104,Benoni Defense: Hromádka System
4427,MMMarioo,Fuzzigarammer,1,1442,1486,King's Pawn Game
4428,ayala58,CVamaraju,2,1195,1199,King's Pawn Game: Leonardis Variation
4429,erwanda_nugroho,opmi24,2,1500,1556,English Opening: Agincourt Defense
4430,Iskandar_ENDE,PMMODU,2,1974,1874,Caro-Kann Defense
4431,Paliwal1234,VidunAnuhas7,1,1890,1459,"Scotch Game: Scotch Gambit, Dubois Réti Defense"
4432,kunumishra,GOAT_ABHINANDAN,1,1661,1637,Englund Gambit Declined
4433,Vivaan_Goenka1682012,Diamond1392,0,1821,1814,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
4434,Anshumanrajmishra,Kiria722,2,1258,1475,Petrov's Defense: Modern Attack
4435,Atita-Pie,shreyash_shree,2,1208,1172,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
4436,mohamadhdr7,NgoLeNguyenLam,2,1693,1718,Queen's Pawn Game: Chigorin Variation
4437,Asho123,avun,1,1324,1296,Queen's Pawn Game: Chigorin Variation
4438,KKingofchess,TeaAndDreams,2,1153,1056,Grob Opening: London Defense
4439,anudevpro,Vova_fear,2,1639,1668,Bishop's Opening: Berlin Defense
4440,kiyotakaayanokoji4,Chessysoup,1,1239,1104,Scandinavian Defense: Main Line
4441,grigorij75,PopescuDorin,1,1520,1500,King's Pawn Game: Maróczy Defense
4442,vovanbrigadir123,FarkasDodesz,1,1521,1598,Scandinavian Defense
4443,island333,AleKsandr_911,1,1639,1710,English Opening: Carls-Bremen System
4444,AlexandrZhegulin,Raashidrook,2,1742,1752,Queen's Gambit Declined: Janowski Variation
4445,MRabea,Fill1002,1,1541,1613,English Opening: Great Snake Variation
4446,aaravpaul,prashantpapa,1,1095,1500,Van Geet Opening: Reversed Nimzowitsch
4447,Selimcalapkulu,ThiharaKularathna,1,964,1083,Bishop's Opening: Berlin Defense
4448,Meteylmz,ProfAbduvohid,2,1401,1323,Four Knights Game
4449,chttsjdji,mohamedelmahdy11,2,1424,1434,Philidor Defense
4450,Fayababa,nsdp87,1,1464,1366,"French Defense: Advance Variation, Nimzowitsch System"
4451,vivs2017,SDFKGHSDFJKHSDHJK,1,844,861,King's Pawn Game
4452,lavr59,Andre919,1,1569,1506,King's Pawn Game: Napoleon Attack
4453,lKorbyl,Vinhngo88,1,1631,1600,King's Knight Opening: Konstantinopolsky
4454,tinh-tinh,rudra2012-ac,2,1701,1779,Sicilian Defense: Bowdler Attack
4455,Bobbyrt1,marc91,1,1897,1913,English Defense
4456,M_alikck15,GojeSofia,1,1252,1254,Scandinavian Defense
4457,Elisha_williams,uoegeyildiz,2,754,521,Englund Gambit
4458,yeyosmind,Snowball306,1,1617,1581,"Vienna Game: Stanley Variation, Reversed Spanish"
4459,Ericmontpon,ddus14,2,1338,1322,King's Pawn Game: MacLeod Attack
4460,ChakiChecks,Chesswizard_1234,1,1347,1352,"French Defense: Knight Variation, Franco-Hiva Gambit"
4461,arthur10-10,Zindyy,1,1655,1532,Englund Gambit: Hartlaub-Charlick Gambit
4462,Kvadratiy07,Clasher_69,1,1674,1686,Queen's Pawn Game: Zukertort Variation
4463,aar_2912,MinOpponentMoves,1,1865,749,Queen's Pawn Game: Zukertort Variation
4464,Sergio---7,vojadxb,2,1948,1799,French Defense: Rubinstein Variation
4465,Bezrazryadnik_1986,ZGODNI28,2,1606,1525,Philidor Defense
4466,MMMarioo,VladimirGrPsk,2,1449,1462,King's Pawn Game
4467,Kiria722,AzizzovSaid,1,1479,1521,Danish Gambit Accepted
4468,DiscoDavee,Suki75,1,1760,1755,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Rare Line"
4469,phonexlegend_1,Anshumanrajmishra,1,1174,1135,French Defense: Knight Variation
4470,Ms65,Siddhant566,1,2060,1949,Caro-Kann Defense: Exchange Variation
4471,Wovan55,AVD2001,1,1971,1692,Bishop's Opening: Philidor Counterattack
4472,VarchasvDhamani,kk4799,0,1496,1500,Petrov's Defense: Damiano Variation
4473,Germ123alex5,PrincessOfFinland,2,1381,1356,Czech Defense
4474,maia1,sumukhgs,2,1533,1656,"Italian Game: Two Knights Defense, Fritz Variation"
4475,RanSonu7,shamee19,1,1628,1625,Queen's Pawn Game
4476,raruut,Nishnathraj14,1,1917,1854,Sicilian Defense: French Variation
4477,gemini50,bijogeorge7,2,1260,1239,Vienna Game
4478,jundumo,Narcisse29,1,1722,1757,"French Defense: Advance Variation, Milner-Barry Gambit"
4479,ivan_lc,Babybhavya,2,1500,1496,Sicilian Defense: Nimzowitsch Variation
4480,Chesswav3,vasilek-33,2,1418,1340,English Opening: King's English Variation
4481,vassyn,Sova1962,1,1414,1370,Englund Gambit Declined: Reversed French
4482,Big_boss0707,OTigrov,2,1500,1462,Queen's Pawn Game: Zukertort Variation
4483,eliotd,NagarAndrey,1,1662,1594,Queen's Pawn Game: Zukertort Variation
4484,PrachetasMondal,vamshisuryaa,2,1717,1608,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
4485,LeChuchel,pYthag0,1,1504,1491,Slav Defense: Three Knights Variation
4486,MinOpponentMoves,aar_2912,2,749,1865,Van Geet Opening
4487,Jepperask,fatemehnoori,1,1355,1135,Bishop's Opening
4488,Hazny7,GIORGIO1304,2,1693,1716,Sicilian Defense: Alapin Variation
4489,vlad_chessakk,avad,2,1972,1925,"Grünfeld Defense: Three Knights Variation, Paris Variation"
4490,sergei48,Olaflongbeard,2,1570,1556,Queen's Gambit Declined
4491,Hild9,boogor76,1,1470,1533,English Opening: King's English Variation
4492,mdtdaddy,SAMUEL9966,1,1898,1738,Scandinavian Defense: Mieses-Kotroc Variation
4493,Mahmud_97,AadamAmitha,2,1660,1689,Danish Gambit Accepted
4494,Etnoel,Konstant721,1,1921,1791,Borg Defense: Borg Gambit
4495,HSenu,akifa_azzahra05,1,1702,1715,"Caro-Kann Defense: Advance Variation, Short Variation"
4496,subbuh,bahaa_sh,2,1540,1564,Indian Defense: West Indian Defense
4497,Jimit_Agarwal,VAShmidt,1,1442,1430,Scotch Game
4498,ferdinandmausca,Vage_18,2,1214,1383,Philidor Defense
4499,grigorij75,mphott,2,1523,1541,Vienna Game: Stanley Variation
4500,lovech,remczt,2,2155,2098,Queen's Gambit Declined: Ragozin Defense
4501,sumukhgs,maia1,1,1660,1530,Italian Game
4502,chillys,yigitmahir161,1,1169,1118,Mikenas Defense
4503,stalker03,klickklackshot,1,1682,1670,Ponziani Opening
4504,Chessmaniac032,akusibebekun,1,1472,1642,Dutch Defense: Staunton Gambit
4505,YaYaric,maia1,2,1530,1530,Queen's Pawn Game: Zukertort Variation
4506,Jepperask,Lenana2011,2,1381,1309,Scandinavian Defense
4507,Hu1dn,YULIUA,2,1140,1187,French Defense: Rubinstein Variation
4508,Runciter79,YurySemenov,1,1813,1886,Clemenz Opening
4509,oops_i_won,GalaXyUK,1,1468,1500,Queen's Gambit Accepted: Old Variation
4510,ZGODNI28,philippe06,1,1532,1503,Sicilian Defense
4511,Isnogud68,demirci44310,1,1981,1944,King's Indian Defense: Semi-Averbakh System
4512,Freedom999,Barra-cuda,2,1737,1697,Philidor Defense
4513,apalache,kunumishra,0,1760,1666,Petrov's Defense: Italian Variation
4514,Lynx_BOT,admonitor,2,2473,2735,Zukertort Opening: Queen's Gambit Invitation
4515,Andreas_4,kqchess14anirudhs,1,2137,2211,Semi-Slav Defense: Normal Variation
4516,ShanazSha,gzp312564100,2,1470,1500,Alekhine Defense: Krejcik Variation
4517,Dilan13_07,dreamzkuromi,1,1095,1010,"Italian Game: Evans Gambit, Harding Variation"
4518,emirbilgen443g,Alexandro-Tenerfe,1,1815,1833,"Sicilian Defense: Closed, Traditional"
4519,tanu14,Mr_Bobr2025,1,2219,2261,Queen's Pawn Game: Accelerated London System
4520,GOTDAMN,kingofdarkness001,2,1326,1500,Caro-Kann Defense: Hillbilly Attack
4521,AlMahi2015,Amway101,1,828,810,Zukertort Opening: Quiet System
4522,barszczu841,Yuvanavenger,2,1455,1545,"Sicilian Defense: Delayed Alapin Variation, with d6"
4523,abdellll25,jontas,0,1645,1568,Three Knights Opening
4524,IlyaSlepitsyn,Elisha_williams,1,858,747,Elephant Gambit
4525,pawwazstognh,fatemehnoori,1,1205,1131,Englund Gambit: Soller Gambit
4526,mosalah74657,Muohi50,2,1376,1527,Philidor Defense
4527,MirthfulMaster2024,IVANchessGL,1,1946,1901,Ruy Lopez: Classical Variation
4528,cosmic_jim,AlexMess,1,1497,1493,Vienna Game: Max Lange Defense
4529,Evtsoi,marc91,2,1846,1903,Bishop's Opening: Boi Variation
4530,khaled_alamarneh,lolusukc,1,1641,1530,King's Pawn Game: McConnell Defense
4531,jrohjtiphp96j4hk5kji,ksv7995,1,1214,1282,Three Knights Opening
4532,M_alikck15,Akila_navod,2,1342,1285,Bishop's Opening
4533,palencia,AMIRVAFAEI,2,1666,1757,"Grünfeld Defense: Three Knights Variation, Burille Variation"
4534,MicheleMiland,ptrcool,2,1411,1419,Philidor Defense
4535,olivermertdogan,Ratnesh_Ranjan,1,1455,1494,French Defense: Normal Variation
4536,innoxide,phonexlegend_1,1,1199,1178,"English Opening: King's English Variation, Reversed Closed Sicilian"
4537,opmi24,kerameses,2,1560,1663,Queen's Pawn Game: Accelerated London System
4538,N1KyXQ,Ngandung,2,2386,2286,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line"
4539,TrissyThetiger,IGORFIST,2,1853,1718,King's Gambit Declined: Queen's Knight Defense
4540,oneOr100traps,ODIM01,2,1500,1527,"English Opening: Anglo-Scandinavian Defense, Malvinas Variation"
4541,PetersBot,MayhemPI_cluster,0,2820,2890,English Opening: King's English Variation
4542,Nic7621,PatzoDeMelk,2,1792,1878,Zukertort Opening: Tennison Gambit
4543,tomas_75-2014,Fawzi-AL_Hograni123,1,1561,1514,Polish Opening
4544,Slickkkkkkkkkkkkk,AbeerNawal,2,1511,1500,Zukertort Opening: Quiet System
4545,J_Gazi,tanay_0701,1,1622,1669,Queen's Pawn Game
4546,KARTHICK_DHARMAN_601,vovanbrigadir123,2,1543,1527,Philidor Defense: Exchange Variation
4547,isabd,Ekrembaris49,0,1827,1931,Sicilian Defense: Scheveningen Variation
4548,ThreeLion,FarkasDodesz,2,1605,1578,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
4549,dan83,Vova_fear,1,1709,1671,Horwitz Defense
4550,Thusharath67123,alexxfilin,1,1238,1344,Elephant Gambit
4551,Roma_Dudarev,maheshyadla,2,1669,1689,French Defense: Exchange Variation
4552,Nikolay250,titimu1777,1,1829,1709,Scandinavian Defense: Main Line
4553,Peter1375,adamqus1,1,1545,1542,Modern Defense
4554,supershahmoto,Romechec,2,1627,1573,"Queen's Pawn Game: London System, with e6"
4555,Bpn9999,KINGOFCHESS9875,2,1415,1500,Kádas Opening
4556,EL_Maranto,Maarten84,2,1477,1492,Sicilian Defense
4557,Aalaa12,Amway101,2,824,775,Petrov's Defense
4558,DrGambitPro,Goldbeck,2,1754,1795,Valencia Opening
4559,NonStopChess989,Chesswizard_1234,1,1500,1344,Rat Defense: Small Center Defense
4560,ARKER,BearStudent,1,1818,1822,Bishop's Opening: Ponziani Gambit
4561,chetan0110,delcastillo58,2,1795,1801,Owen Defense
4562,Thenudidesilva,Elisha_williams,1,1020,743,Zukertort Opening: Ross Gambit
4563,sam05051394,roro394,2,1597,1536,Italian Game: Anti-Fried Liver Defense
4564,ChakiChecks,leures,1,1354,1245,Four Knights Game: Italian Variation
4565,mdtdaddy,subhranilpatr,2,1901,1863,Scotch Game: Ghulam-Kassim Variation
4566,SNIPERYAK,marktoo_4,2,979,1007,Englund Gambit Declined: Reversed French
4567,King211,TarUkrainian,0,1928,1977,Zukertort Opening: Wade Defense
4568,Aleksandr1945,Aand8,2,1655,1633,Queen's Pawn Game
4569,maxnext,PWVD,2,1803,1734,Sicilian Defense: Bowdler Attack
4570,Weedchess95,Rolling_Home,1,1848,1875,Queen's Pawn Game
4571,serafim_lazarev,Hannover1896,1,1552,1603,Ruy Lopez: Steinitz Defense
4572,B1shOpXtra,SAMUEL9966,1,1500,1651,Mikenas Defense
4573,Rashid2007,den7778,1,1508,1488,Scandinavian Defense: Mieses-Kotroc Variation
4574,Layne_chess,fe-li-xin,1,1951,1861,French Defense: Knight Variation
4575,Selepins,S-A-D-L-M,1,1865,1753,French Defense: Exchange Variation
4576,dtt1920,Kralgomi,1,1573,1599,Italian Game: Classical Variation
4577,Mikhal898,Slavik24Y,1,1358,1500,"Queen's Pawn Game: London System, with e6"
4578,Grinya72,karlfazer01,2,1821,1748,Philidor Defense
4579,Clasher_69,Graf123111,1,1597,1562,Sicilian Defense: Open
4580,ImaMechanic,Suendenbabel,0,1531,1528,Sicilian Defense: Modern Variations
4581,laurenckazazi,Ronaldweil,2,1602,1610,King's Gambit
4582,Phl_07,arthur10-10,1,1739,1678,Sicilian Defense: McDonnell Attack
4583,Mittal28,Muhammad15032015,1,1766,1731,"Sicilian Defense: Najdorf Variation, Adams Attack"
4584,ycsalagsang,BenzeMAL,2,1474,1424,French Defense: Steinitz Attack
4585,kivancakdogan1,Insane_chess101,1,1692,1642,Modern Defense
4586,AzizzovSaid,junaid_45,1,1515,1483,Gunderam Defense
4587,ibrahimdzen27,rave247,2,1368,1500,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation"
4588,asinha72,mphott,1,1637,1546,"Four Knights Game: Spanish Variation, Double Spanish"
4589,Youaregone2,yadvi28,2,1500,1576,"Italian Game: Scotch Gambit, Walbrodt-Baird Gambit"
4590,KishoreSrinath-S,Bhuvan_Konnur2498,1,2016,1939,English Opening: Neo-Catalan
4591,naguali,RuRuvictory,0,1818,1816,Horwitz Defense
4592,madhav4craft,fatemehnoori,2,1145,1126,Zukertort Opening: Ross Gambit
4593,pYthag0,Manjunath1891,1,1486,1306,Queen's Pawn Game: Chigorin Variation
4594,Vova_fear,dan83,2,1666,1714,Sicilian Defense: Old Sicilian
4595,Clearthink,Maun0902,2,1517,1413,Bishop's Opening
4596,Jayadeep28,Popomattia,1,1280,1312,Petrov's Defense
4597,BenAdusei,Raksh1304,1,1450,1532,Slav Defense
4598,jadrag,Tega74,1,1633,1572,Queen's Gambit Accepted: Accelerated Mannheim Variation
4599,RVB2024,CheapSteve,2,1786,1678,Bishop's Opening
4600,mahmoud-alsaadi-24-1,admin11982,2,1946,1912,Scandinavian Defense: Panov Transfer
4601,evgeniy2019Russia,Mikhail_RomanovSteve,1,1416,1378,Four Knights Game: Spanish Variation
4602,nyainambola,Constantin_61pr,1,1500,1500,Petrov's Defense
4603,seniyor,Sergeydolgov035,1,1892,1889,Queen's Pawn Game: Chigorin Variation
4604,Muohi50,nikhi2012,1,1530,1367,Queen's Pawn Game
4605,oops_i_won,roisue3ue,0,1532,1624,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line"
4606,AureliaWlkn,GeraDavydov,0,1500,1540,Three Knights Opening
4607,KL98,Leonilo76,2,1755,1744,Ruy Lopez: Steinitz Defense
4608,nambinhdn2018,ukmtaram,1,1708,1614,"Ruy Lopez: Berlin Defense, Tarrasch Trap"
4609,Holmesviolon,sanjan2012,0,1889,1854,Indian Defense
4610,mosalah74657,karapet1948a,1,1356,1394,"Italian Game: Giuoco Pianissimo, Normal"
4611,Transformers123,Elisha_williams,1,827,741,King's Pawn Game: Wayward Queen Attack
4612,evmoko,voda_vo_rtu,1,1586,1500,King's Pawn Game: Damiano Defense
4613,Pedrinhowxf,ilovepoland696969,1,1667,1617,Caro-Kann Defense: Hillbilly Attack
4614,Daham2013,tvlkarthik,2,1495,1554,Zukertort Opening: Tennison Gambit
4615,Harshdld-dld_123,MaksONklad,2,1275,1500,Van Geet Opening: Dunst-Perrenet Gambit
4616,Schorsch_Kluni,Azi0820,2,1230,1205,Petrov's Defense: Three Knights Game
4617,eduaardito,carisma8910,1,1732,1714,Ruy Lopez
4618,Gashirov,Ahasan-MirAz,2,1391,1402,King's Pawn Game: Leonardis Variation
4619,kizboy15,AarushAjith,1,1438,1466,Queen's Pawn Game: Chigorin Variation
4620,KnightTab,AlexandrZhegulin,2,1782,1736,Queen's Pawn Game: Levitsky Attack
4621,VladislavLit,VishalRana,1,1682,1732,Scotch Game: Haxo Gambit
4622,okassaji,Manilalrana,1,1444,1543,Italian Game: Giuoco Piano
4623,Isak2011,yeyosmind,1,1585,1624,Three Knights Opening
4624,SUPER_LOSHARA,cris1965,1,1590,1532,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit"
4625,lovelyganesh662,fuster13012,2,1869,1813,Caro-Kann Defense: Exchange Variation
4626,bomb234,sting53,0,2060,2013,Slav Defense
4627,Chesswizard_1234,anudevmurali,1,1340,1500,Scandinavian Defense: Mieses-Kotroc Variation
4628,Raashidrook,RanSonu7,2,1758,1635,Queen's Pawn Game
4629,leures,AndreeaMaria2017,0,1241,1200,Ponziani Opening: Jaenisch Counterattack
4630,KavinAdlakha,Bhuvan_Konnur2498,2,1907,1926,Indian Defense
4631,NonStopChess989,ElectroNgmd,1,1658,1500,Dutch Defense: Raphael Variation
4632,pYthag0,danilka2010b,2,1489,1500,Queen's Pawn Game: Chigorin Variation
4633,hkaganc,marktoo_4,1,1003,1012,Petrov's Defense: Damiano Variation
4634,Luch1k,nakajima_ml,1,2190,2156,King's Indian Defense: Makogonov Variation
4635,rijalshah,azr27,2,1521,1534,Alekhine Defense: Maróczy Variation
4636,kavyasb,visalinibalamurugan,1,1312,1301,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit"
4637,Wassimyuuhb,iwansetiawan63,2,1500,1762,Bird Opening
4638,N2_015,VingKlorine,1,1993,1883,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit"
4639,Bezrazryadnik_1986,Snowball306,2,1562,1576,Philidor Defense: Exchange Variation
4640,zsafaev,antoniolisboa_1,1,1718,1812,Bishop's Opening
4641,legitrayyy,Bakyt397,1,1500,1477,King's Pawn Game: Napoleon Attack
4642,B1shOpXtra,TrissyThetiger,1,1859,1834,Slav Defense: Modern Line
4643,folcods64,sergei48,2,1497,1564,Van't Kruijs Opening
4644,Muohi50,kiyotakaayanokoji4,2,1533,1339,Queen's Pawn Game: Colle System
4645,ChevinM,GPTGhotier,1,1859,758,Indian Defense: Normal Variation
4646,OskrSerrano27,SAMUEL9966,1,1433,1561,Hippopotamus Defense
4647,zoran1948,pmdignity,1,1698,1682,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
4648,yadvi28,Davidak,2,1614,1607,Four Knights Game: Italian Variation
4649,palencia,yogifever,1,1663,1667,Queen's Pawn Game: Modern Defense
4650,LouisChess48-6K,turochamp-1ply,2,1327,1311,Van't Kruijs Opening
